"IDENTIFICACION","SEXO","SALARIO","TIPO_ASEGURAMIENTO","SECTOR","INDICADOR_ACTIVO","INDICADOR.EXTRANJERO","INDICADOR_MOROSO","EDAD"
3833,"HOMBRE","809513,38","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3834,"HOMBRE","190140","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",31
3835,"HOMBRE","297045","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",52
3836,"HOMBRE","468380,06","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",61
3837,"HOMBRE","628752,38","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
3838,"MUJER","781283,24","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",30
3839,"MUJER","4364464,75","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",39
3840,"HOMBRE","493736,09","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",31
3841,"HOMBRE","914000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3842,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",34
3843,"MUJER","1192788","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",71
3844,"MUJER","1203125","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
3845,"MUJER","405871","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",67
3846,"HOMBRE","641216,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
3847,"HOMBRE","310000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
3848,"HOMBRE","613320","CONVENIOS ESPECIALES DE ASEGURADOS VOLUNTARIOS","SECTOR PRIVADO","SI","SI","NO",72
3849,"HOMBRE","276964,48","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",28
3850,"HOMBRE","449750","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
3851,"HOMBRE","887689,45","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",29
3852,"MUJER","729230,7","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",27
3853,"HOMBRE","388492","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
3854,"HOMBRE","396286","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",37
3855,"MUJER","1386388","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",75
3856,"MUJER","983308","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3857,"HOMBRE","1007583","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",76
3858,"MUJER","1104599","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",50
3859,"HOMBRE","350605,15","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
3860,"HOMBRE","348749,4","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",55
3861,"HOMBRE","299784","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",56
3862,"MUJER","540083","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",55
3863,"HOMBRE","991228,7","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",44
3864,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",49
3865,"MUJER","306545","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",39
3866,"HOMBRE","639121,35","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3867,"HOMBRE","422514,14","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
3868,"HOMBRE","639148","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",61
3869,"MUJER","438762,65","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",24
3870,"HOMBRE","940646,55","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",55
3871,"HOMBRE","298248,25","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
3872,"HOMBRE","450513,01","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",39
3873,"HOMBRE","1213949","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",41
3874,"HOMBRE","377729,94","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3875,"MUJER","1605450","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
3876,"HOMBRE","297102","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",64
3877,"HOMBRE","391637,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",49
3878,"HOMBRE","317719","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",34
3879,"MUJER","1161829,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",32
3880,"MUJER","297050","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",55
3881,"HOMBRE","1117420,3","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",52
3882,"HOMBRE","472721,92","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",60
3883,"MUJER","300018","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",55
3884,"HOMBRE","235200","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",24
3885,"MUJER","180000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",30
3886,"HOMBRE","639148","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",58
3887,"MUJER","1461535","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",55
3888,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",60
3889,"HOMBRE","208067,25","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",46
3890,"MUJER","260000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
3891,"HOMBRE","274969,43","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
3892,"HOMBRE","1392687,83","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",55
3893,"HOMBRE","546354","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",81
3894,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","NO","NO","NO",52
3895,"HOMBRE","459260","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",37
3896,"HOMBRE","721709,3","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",45
3897,"MUJER","465877","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",36
3898,"MUJER","658917","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",36
3899,"HOMBRE","2658295,43","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",30
3900,"HOMBRE","583221,82","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",53
3901,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",32
3902,"MUJER","572000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",50
3903,"HOMBRE","705100","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",64
3904,"HOMBRE","366181,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
3905,"HOMBRE","639148","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",41
3906,"HOMBRE","883100","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",48
3907,"MUJER","634458,85","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",37
3908,"HOMBRE","700000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",46
3909,"HOMBRE","583859,75","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",62
3910,"MUJER","649238,17","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3911,"MUJER","1341939","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",76
3912,"MUJER","170248","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
3913,"HOMBRE","301566","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","SI",26
3914,"HOMBRE","326841","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",51
3915,"HOMBRE","260561","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",52
3916,"HOMBRE","478496","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",31
3917,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",59
3918,"MUJER","360000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
3919,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",43
3920,"HOMBRE","10","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",42
3921,"HOMBRE","310124","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",48
3922,"HOMBRE","148800","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",54
3923,"HOMBRE","192600","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",48
3924,"HOMBRE","305704","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",42
3925,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",48
3926,"HOMBRE","1481119,18","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
3927,"MUJER","220000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",58
3928,"MUJER","856546","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",36
3929,"MUJER","358640","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",24
3930,"HOMBRE","345000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",62
3931,"HOMBRE","292400","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
3932,"MUJER","445400","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",52
3933,"HOMBRE","300000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",50
3934,"MUJER","343391","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
3935,"HOMBRE","64275,12","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
3936,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",42
3937,"HOMBRE","367154,08","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",58
3938,"MUJER","508158,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",27
3939,"MUJER","138000","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",59
3940,"HOMBRE","53261,99","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
3941,"MUJER","1787275","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",67
3942,"MUJER","475269","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",64
3943,"MUJER","1955324","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",37
3944,"HOMBRE","4348062","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",43
3945,"MUJER","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",24
3946,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",28
3947,"HOMBRE","297062","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",46
3948,"MUJER","433430","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",48
3949,"MUJER","220000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
3950,"HOMBRE","202390","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",19
3951,"HOMBRE","721233,92","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3952,"HOMBRE","255000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",34
3953,"HOMBRE","728571,8","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",38
3954,"HOMBRE","950000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
3955,"MUJER","964738,22","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
3956,"HOMBRE","510415,15","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
3957,"HOMBRE","183865","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
3958,"HOMBRE","1470000","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",55
3959,"MUJER","200000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3960,"MUJER","344981","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
3961,"MUJER","1332630","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",42
3962,"HOMBRE","612532,44","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",67
3963,"MUJER","355145","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",42
3964,"MUJER","346474,5","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",30
3965,"HOMBRE","2380634","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3966,"HOMBRE","366350","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",35
3967,"HOMBRE","420716,74","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
3968,"MUJER","175000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",40
3969,"HOMBRE","278030,99","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",44
3970,"HOMBRE","971125","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",30
3971,"MUJER","190413,08","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
3972,"HOMBRE","1682812","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",46
3973,"MUJER","483156,54","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
3974,"MUJER","567792","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",51
3975,"MUJER","216627","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",42
3976,"MUJER","297045","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",27
3977,"MUJER","833130,24","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
3978,"MUJER","278030","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",33
3979,"HOMBRE","326749","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",51
3980,"HOMBRE","367410","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",57
3981,"HOMBRE","1011737","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",48
3982,"MUJER","595614,09","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
3983,"HOMBRE","736585,85","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3984,"HOMBRE","477796,63","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",36
3985,"MUJER","445567","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",51
3986,"HOMBRE","284281","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","NO","NO","NO",30
3987,"HOMBRE","3591705,08","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3988,"MUJER","358246,66","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
3989,"HOMBRE","297163","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",37
3990,"HOMBRE","360000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",54
3991,"MUJER","30000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",40
3992,"MUJER","164853,33","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
3993,"MUJER","867373,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",32
3994,"MUJER","1301692,07","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
3995,"MUJER","382400","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
3996,"HOMBRE","423687,09","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",52
3997,"HOMBRE","342028","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
3998,"HOMBRE","300018","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",46
3999,"MUJER","981847,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
4000,"MUJER","602132,81","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
4001,"HOMBRE","357501,47","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",31
4002,"HOMBRE","278030","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",30
4003,"HOMBRE","396946,3","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",58
4004,"MUJER","550668,84","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
4005,"HOMBRE","403983","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",54
4006,"HOMBRE","359809,91","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
4007,"MUJER","297045","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","SI",58
4008,"MUJER","300018","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",58
4009,"HOMBRE","200518,6","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",40
4010,"MUJER","1690006,94","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",45
4011,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",35
4012,"MUJER","1739958","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",43
4013,"HOMBRE","420359,27","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",48
4014,"HOMBRE","841178","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",46
4015,"HOMBRE","1778646","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
4016,"MUJER","979284","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",63
4017,"MUJER","206000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",34
4018,"HOMBRE","109259,63","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",23
4019,"HOMBRE","378297","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",71
4020,"HOMBRE","336445,2","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",31
4021,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",65
4022,"HOMBRE","500000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",38
4023,"HOMBRE","516550","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",31
4024,"HOMBRE","406045,76","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",49
4025,"HOMBRE","7214352,2","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",55
4026,"HOMBRE","423168","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
4027,"MUJER","278030,99","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",42
4028,"MUJER","284460,38","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
4029,"HOMBRE","510949,44","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
4030,"MUJER","622677,26","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",31
4031,"HOMBRE","578406,36","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",28
4032,"HOMBRE","383231","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",23
4033,"HOMBRE","415668,65","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",58
4034,"MUJER","948047","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",32
4035,"HOMBRE","343391","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",48
4036,"MUJER","320000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",69
4037,"MUJER","840000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
4038,"HOMBRE","371173,26","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
4039,"HOMBRE","570368","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
4040,"MUJER","1206489,07","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
4041,"HOMBRE","143537,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
4042,"HOMBRE","450000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",39
4043,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",64
4044,"HOMBRE","45500","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",41
4045,"HOMBRE","310740","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",39
4046,"MUJER","1739889,52","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",38
4047,"MUJER","4453,22","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",24
4048,"HOMBRE","845279","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
4049,"MUJER","222000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",61
4050,"HOMBRE","350672,26","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
4051,"HOMBRE","782348,4","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
4052,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",57
4053,"MUJER","269309,07","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",28
4054,"MUJER","742483","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",50
4055,"HOMBRE","566297","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",42
4056,"HOMBRE","816719","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",56
4057,"HOMBRE","818075,21","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",81
4058,"MUJER","312500","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
4059,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",32
4060,"HOMBRE","354060,87","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
4061,"HOMBRE","585035,6","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",31
4062,"HOMBRE","120498,44","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
4063,"HOMBRE","728961,19","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
4064,"HOMBRE","787001","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",39
4065,"HOMBRE","589997","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",48
4066,"MUJER","278031","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",51
4067,"HOMBRE","450368,88","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
4068,"HOMBRE","800000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
4069,"HOMBRE","394263","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",51
4070,"HOMBRE","145210","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",23
4071,"HOMBRE","381127","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
4072,"HOMBRE","674607,4","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",64
4073,"HOMBRE","60000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",56
4074,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",62
4075,"HOMBRE","594092","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",41
4076,"MUJER","438521","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",86
4077,"HOMBRE","527053,82","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
4078,"MUJER","528600,52","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",59
4079,"MUJER","447030,7","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",29
4080,"HOMBRE","67307,2","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
4081,"MUJER","2849858,1","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",58
4082,"HOMBRE","701516,48","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
4083,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",49
4084,"HOMBRE","114590","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
4085,"MUJER","586357","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",87
4086,"MUJER","41860,55","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",39
4087,"HOMBRE","385000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",46
4088,"HOMBRE","373320","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",47
4089,"HOMBRE","356455","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",50
4090,"MUJER","383932,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
4091,"MUJER","432394,93","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
4092,"MUJER","347675","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
4093,"MUJER","297045","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",39
4094,"HOMBRE","305704","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",34
4095,"HOMBRE","2586422","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",43
4096,"HOMBRE","106000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",22
4097,"MUJER","201666,67","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",49
4098,"MUJER","523886","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",23
4099,"MUJER","329720","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",64
4100,"HOMBRE","623672","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",51
4101,"MUJER","2389642,9","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",85
4102,"HOMBRE","322916,6","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",39
4103,"MUJER","299206","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",39
4104,"HOMBRE","445761,76","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",30
4105,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",61
4106,"MUJER","390833,33","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
4107,"MUJER","29700","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
4108,"MUJER","1186398,16","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
4109,"MUJER","839613","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",29
4110,"MUJER","1125420","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",29
4111,"MUJER","432600","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",59
4112,"HOMBRE","403983","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",53
4113,"MUJER","340000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",43
4114,"MUJER","1221960,41","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",42
4115,"MUJER","399934","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",36
4116,"HOMBRE","205570","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
